,fit_time,score_time,test_neg_root_mean_squared_error,test_neg_mean_absolute_error,test_neg_mean_absolute_percentage_error,test_r2
0,301.03769850730896,0.2726747989654541,-7.018215739724076,-5.254724677124229,-0.15073449979329978,0.6166521553443436
1,297.5334520339966,0.2780430316925049,-7.09506791664229,-5.310741904639611,-0.1532351451409427,0.5799951194845454
2,296.38712787628174,0.2744789123535156,-7.1974206258354325,-5.356855749011339,-0.15381781203835407,0.5689348984545922
3,306.3485050201416,0.2924044132232666,-6.976843301918852,-5.238403046880763,-0.15301775414767618,0.5829772716135211
4,297.13545393943787,0.26649999618530273,-7.17461397588112,-5.371631332504626,-0.15341440712371304,0.596319331011564
