1.078603709352240037e+00,-2.688365724025090131e+01,-3.112972103243129851e+01,3.590910000000000224e+01,1.463775320611699904e-01
1.012048880877880030e+00,-2.742484959846909831e+01,-3.558073252987730228e+01,5.000580000000000069e+01,4.004979711472100162e-02
1.220119400172740010e+00,-2.784867772695130128e+01,-3.282532807889170101e+01,3.880839999999999890e+01,1.589403793660970066e-01
1.118962855184060023e+00,-2.695664465178069946e+01,-3.115342842463810058e+01,3.584369999999999834e+01,1.010739565702469950e-01
1.088928568743740000e+00,-2.761578193214459986e+01,-3.298978528173739733e+01,3.978589999999999804e+01,1.633058868933220109e-01
1.045258668149170012e+00,-2.765891332458989993e+01,-3.421004689736759730e+01,4.369939999999999714e+01,1.119743710834260053e-01
1.205459819591790049e+00,-2.782986346889380158e+01,-3.279607126771610126e+01,3.876169999999999760e+01,1.638560727569579878e-01
1.050155140396419995e+00,-2.844770204292969851e+01,-3.617661740595829656e+01,4.872339999999999804e+01,1.206902228500690011e-01
1.102620533668160041e+00,-2.821583178919929935e+01,-3.450388387675800317e+01,4.320940000000000225e+01,1.438340358000080033e-01
9.824756456422909512e-01,-2.534394489809589857e+01,-3.133151632794740138e+01,3.998769999999999669e+01,8.603243883907249479e-02
1.168356971587710014e+00,-2.851535517067799930e+01,-3.503019305834389741e+01,4.421439999999999770e+01,1.170661404591439997e-01
1.079853451715240054e+00,-2.746582985140999966e+01,-3.356689322555870092e+01,4.199389999999999645e+01,6.314358819574959758e-02
1.049331891395480110e+00,-2.651093356127940126e+01,-3.084564481439799977e+01,3.581159999999999854e+01,6.499825078777060616e-02
1.050370571940490105e+00,-2.931966825735259974e+01,-4.242494839767469728e+01,8.246599999999999397e+01,1.320049528016249973e-01
9.988309012620989469e-01,-2.653192352687570121e+01,-3.180699842134740152e+01,3.856839999999999691e+01,9.294262476514170146e-02
1.072221294187710061e+00,-2.722214588943580083e+01,-3.271702527214169720e+01,3.982880000000000109e+01,5.408584813410170083e-02
1.550054793304020073e+00,-7.185027976366500368e-01,-1.332331684467799926e+00,1.047571999999999974e+02,1.454246333416689962e-01
1.078407129392559893e+00,-2.184100275806839875e+01,-3.493905077400830095e+01,1.182991999999999990e+02,9.645451081139540250e-02
9.844734650892089656e-01,-4.119337561770210243e+01,-5.272663527750810175e+01,7.197090000000000032e+01,6.309469843306379777e-02
1.075176173389960077e+00,-4.411806854864980210e+01,-5.503490281660219807e+01,7.140179999999999438e+01,1.122395901324090006e-01
1.046285859918899996e+00,-5.749074390670310208e+01,-6.365340911672529955e+01,6.956059999999999377e+01,1.278535700917509954e-01
1.176803053358079998e+00,-6.391544844442439910e+01,-8.375958116619949578e+01,1.204470000000000027e+02,9.717894956786669869e-02
1.223108724420800097e+00,-2.929658919921629945e+01,-3.660540022578290120e+01,4.763580000000000325e+01,1.612761861282970000e-01
1.010765192389220024e+00,-2.331712015424560036e+01,-2.927199474678139879e+01,3.843419999999999703e+01,5.040443640390050023e-02
1.113552109295899983e+00,-2.777855980421080062e+01,-3.364481122066970187e+01,4.146730000000000160e+01,7.839496259181109872e-02
1.014611504298090106e+00,-2.450952355168060137e+01,-2.933473971844840023e+01,3.548120000000000118e+01,7.393669161578260429e-02
1.175061632389120092e+00,-2.842858823672129986e+01,-3.472295160280270210e+01,4.339679999999999893e+01,1.168643719894419952e-01
1.114473420835329964e+00,-2.844421948268150047e+01,-3.527942161801850318e+01,4.529160000000000252e+01,9.006114941933700269e-02
9.956517936322859530e-01,-2.584454424404049888e+01,-3.275342932584430145e+01,4.380859999999999843e+01,6.728000490077740148e-02
1.050581775736179946e+00,-2.771210038393009967e+01,-3.379560447862449735e+01,4.212819999999999965e+01,1.736450529185699920e-01
9.872518984672009612e-01,-2.728349292292979911e+01,-3.849827176429670317e+01,6.825000000000000000e+01,1.016304615653309956e-01
1.062429201809599988e+00,-2.748277360881320064e+01,-3.408792255650430292e+01,4.376429999999999865e+01,6.404980984178129666e-02
1.055996620113810014e+00,-2.658909219667199864e+01,-3.079312663995009913e+01,3.552770000000000294e+01,9.014873813380440415e-02
1.215275822116439919e+00,-1.867862884257419864e+01,-2.548260829101850078e+01,4.066219999999999857e+01,8.298439488426730126e-02
1.137600979136039969e+00,-2.717372201662039899e+01,-3.156088744450340045e+01,3.655429999999999779e+01,9.688275165099860531e-02
1.054832041359839989e+00,-2.725840906388649998e+01,-3.279138679182300109e+01,3.997840000000000060e+01,1.227396506117399977e-01
1.118695438083370020e+00,-2.833266732636419860e+01,-3.483866522395790355e+01,4.404489999999999839e+01,1.361008552796539872e-01
1.357034618065120046e+00,-1.284278290212750084e+00,-2.387177634036830032e+00,2.182675000000000125e+02,1.121996601058929954e-01
1.034184242676499998e+00,-2.820721177682310099e+01,-4.147711443997769720e+01,8.615019999999999811e+01,1.081685509013809998e-01
1.428598083421110054e+00,-4.196007991775180246e-01,-7.812074918671889634e-01,7.955150000000000432e+01,1.176154422818009998e-01
1.547084869794179918e+00,-5.476470079100580479e-01,-1.023578168841279945e+00,1.378060999999999865e+02,9.706596720411339585e-02
1.012977264745930084e+00,-2.670717559718190159e+01,-3.365133715777619727e+01,4.449889999999999901e+01,9.063497660723450478e-02
1.093038784590609991e+00,-2.769777593802509941e+01,-3.410997428990670244e+01,4.323870000000000147e+01,4.853734304451100268e-02
1.407291338286799975e+00,-7.531867261905670352e-01,-1.406097569876229914e+00,1.735107999999999890e+02,1.104759455403119955e-01
1.003311210186389912e+00,-2.647768511385890022e+01,-3.480250405058159657e+01,5.040109999999999957e+01,5.271934971501340134e-02
1.019229173780000108e+00,-2.276416147636910026e+01,-3.117181683586570173e+01,5.027530000000000143e+01,8.676855709055980581e-02
1.123440378345269997e+00,-2.834472085915810169e+01,-3.467187047592440052e+01,4.344189999999999685e+01,1.762415830939410011e-01
1.007653718965419998e+00,-2.711939461794899842e+01,-3.637003019889039734e+01,5.538020000000000209e+01,4.226344673286260012e-02
1.098584793630170031e+00,-2.800085667230530007e+01,-3.476882642497879772e+01,4.472780000000000200e+01,6.029653987727810055e-02
1.047834737146039918e+00,-2.696127794277749956e+01,-3.188665359029560165e+01,3.788349999999999795e+01,1.387588708023680117e-01
1.002411696332559998e+00,-2.730825154111909825e+01,-3.549036980161159960e+01,5.007099999999999795e+01,5.985751294450979837e-02
1.035155904133530091e+00,-2.673194478463539880e+01,-3.159142894723740014e+01,3.749110000000000298e+01,1.112734895571910049e-01
1.097428530001639979e+00,-2.730759391444480144e+01,-3.220227761290789914e+01,3.809689999999999799e+01,1.469620141768339938e-01
9.710709851594969688e-01,-2.594014659402110112e+01,-3.346194725169650042e+01,4.643800000000000239e+01,7.947367155975600117e-02
1.459561211756140064e+00,-2.985343088860620275e-01,-5.567603611484840398e-01,6.386740000000000350e+01,1.506428118503189972e-01
1.138226453021969897e+00,-2.824387314565259999e+01,-3.565596059759450043e+01,4.732690000000000197e+01,6.626494454788549315e-02
1.763650180356790109e+00,-6.948535135462570178e-01,-1.270325173903100069e+00,4.813190000000000168e+01,1.469661897231979986e-01
9.979921622023919525e-01,-2.216070563012959838e+01,-3.799109738676000347e+01,2.743874000000000137e+02,9.744741544379539877e-02
1.072726176903199935e+00,-2.685147850056549856e+01,-3.191285014186430047e+01,3.819030000000000058e+01,4.069488601658999977e-02
9.900861727631420361e-01,-2.485515710142540158e+01,-3.623475491817939798e+01,7.258039999999999736e+01,8.585357296208910582e-02
1.135436426382709918e+00,-2.737375160861190082e+01,-3.236279934729100205e+01,3.842889999999999873e+01,7.755715550502280398e-02
1.687900280630610039e+00,-7.933646087596719632e-01,-1.446191046592889995e+00,4.844910000000000139e+01,1.837797436354219882e-01
1.012988604515649982e+00,-3.946677214061249828e+01,-5.288892062574269914e+01,8.037319999999999709e+01,8.123335740881640343e-02
9.953486393104370444e-01,-4.138134489655970327e+01,-5.481098963455369955e+01,8.086440000000000339e+01,7.119436851640639774e-02
1.002235074813619953e+00,-4.226448910334109854e+01,-5.073931658862279903e+01,6.166120000000000090e+01,8.382455150427099710e-02
9.775841667200999563e-01,-4.074009023593980316e+01,-4.943629700352950351e+01,6.111749999999999972e+01,6.397804059472089744e-02
1.065382373336899891e+00,-3.056113147367450011e+01,-4.664546525726940018e+01,1.161804999999999950e+02,1.258828923051570070e-01
1.648434704868110057e+00,-6.828817226667790452e-01,-1.268409212635819960e+00,1.107425999999999959e+02,1.498346651455589873e-01
9.971091850994320271e-01,-4.040558467253860186e+01,-4.625688737727689670e+01,5.257500000000000284e+01,1.255051610121649952e-01
1.059881596527670000e+00,-3.801507790676760123e+01,-4.814227084369669996e+01,6.429789999999999850e+01,1.190019990028269997e-01
