,ranking,support
2136,47,False
2137,1,True
2138,1,True
2139,165,False
2140,36,False
2141,1,True
2142,14,False
2143,1,True
2144,34,False
2145,1,True
2146,111,False
2147,52,False
2148,9,False
2149,56,False
2150,75,False
2151,207,False
2152,1,True
2153,60,False
2154,166,False
2155,79,False
2156,1,True
2157,8,False
2158,1,True
2159,80,False
2160,69,False
2161,1,True
2162,1,True
2163,55,False
2164,66,False
2165,79,False
2166,64,False
2167,37,False
2168,32,False
2169,1,True
2170,1,True
2171,157,False
2172,142,False
2173,1,True
2174,25,False
2175,1,True
2176,1,True
2177,101,False
2178,1,True
2179,90,False
2180,28,False
2181,49,False
2182,1,True
2183,37,False
2184,80,False
2185,1,True
2186,127,False
2187,1,True
2188,104,False
2189,39,False
2190,15,False
2191,56,False
2192,1,True
2193,63,False
2194,161,False
2195,61,False
2196,78,False
2197,126,False
2198,68,False
2199,207,False
2200,98,False
2201,68,False
2202,42,False
2203,163,False
2204,1,True
2205,125,False
2206,185,False
2207,146,False
2208,186,False
2209,69,False
2210,147,False
2211,168,False
2212,149,False
2213,131,False
2214,199,False
2215,147,False
2216,28,False
2217,110,False
2218,94,False
2219,170,False
2220,1,True
2221,37,False
2222,55,False
2223,116,False
2224,123,False
2225,69,False
2226,154,False
2227,134,False
2228,64,False
2229,127,False
2230,8,False
2231,211,False
2232,53,False
2233,36,False
2234,211,False
2235,132,False
2236,1,True
2237,129,False
2238,110,False
2239,172,False
2240,49,False
2241,109,False
2242,1,True
2243,104,False
2244,50,False
2245,35,False
2246,62,False
2247,1,True
2248,62,False
2249,30,False
2250,15,False
2251,94,False
2252,81,False
2253,72,False
2254,223,False
2255,40,False
2256,22,False
2257,179,False
2258,82,False
2259,153,False
2260,107,False
2261,163,False
2262,34,False
2263,162,False
2264,123,False
2265,59,False
2266,45,False
2267,88,False
2268,101,False
2269,8,False
2270,75,False
2271,130,False
2272,98,False
2273,42,False
2274,209,False
2275,98,False
2276,1,True
2277,154,False
2278,26,False
2279,75,False
2280,1,True
2281,115,False
2282,1,True
2283,163,False
2284,137,False
2285,6,False
2286,52,False
2287,41,False
2288,167,False
2289,133,False
2290,14,False
2291,192,False
2292,42,False
2293,46,False
2294,200,False
2295,122,False
2296,70,False
2297,71,False
2298,43,False
2299,160,False
2300,14,False
2301,4,False
2302,93,False
2303,74,False
2304,127,False
2305,1,True
2306,109,False
2307,68,False
2308,35,False
2309,87,False
2310,104,False
2311,167,False
2312,124,False
2313,27,False
2314,198,False
2315,120,False
2316,52,False
2317,89,False
2318,1,True
2319,152,False
2320,1,True
2321,9,False
2322,58,False
2323,81,False
2324,135,False
2325,20,False
2326,114,False
2327,103,False
2328,105,False
2329,35,False
2330,1,True
2331,134,False
2332,16,False
2333,1,True
2334,165,False
2335,1,True
2336,106,False
2337,164,False
2338,1,True
2339,157,False
2340,1,True
2341,1,True
2342,26,False
2343,101,False
2344,112,False
2345,21,False
2346,119,False
2347,1,True
2348,21,False
2349,43,False
2350,2,False
2351,201,False
2352,53,False
2353,31,False
2354,221,False
2355,138,False
2356,134,False
2357,138,False
2358,144,False
2359,87,False
2360,193,False
2361,218,False
2362,93,False
2363,201,False
2364,192,False
2365,160,False
2366,182,False
2367,113,False
2368,198,False
2369,194,False
2370,99,False
2371,116,False
2372,221,False
2373,1,True
2374,136,False
2375,1,True
2376,1,True
2377,31,False
2378,31,False
2379,198,False
2380,32,False
2381,97,False
2382,47,False
2383,18,False
2384,24,False
2385,33,False
2386,138,False
2387,92,False
2388,11,False
2389,41,False
2390,1,True
2391,214,False
2392,1,True
2393,57,False
2394,16,False
2395,1,True
2396,22,False
2397,124,False
2398,1,True
2399,154,False
2400,1,True
2401,1,True
2402,64,False
2403,1,True
2404,1,True
2405,1,True
2406,1,True
2407,105,False
2408,1,True
2409,93,False
2410,1,True
2411,44,False
2412,1,True
2413,68,False
2414,1,True
2415,1,True
2416,128,False
2417,127,False
2418,97,False
2419,39,False
2420,85,False
2421,126,False
2422,143,False
2423,158,False
2424,134,False
2425,1,True
2426,135,False
2427,13,False
2428,57,False
2429,1,True
2430,1,True
2431,93,False
2432,10,False
2433,89,False
2434,10,False
2435,1,True
2436,121,False
2437,31,False
2438,5,False
2439,5,False
2440,1,True
2441,1,True
2442,1,True
2443,1,True
2444,1,True
2445,24,False
2446,1,True
2447,1,True
2448,4,False
2449,1,True
2450,20,False
2451,1,True
2452,1,True
2453,1,True
2454,1,True
2455,1,True
2456,1,True
2457,1,True
2458,1,True
2459,13,False
2460,1,True
2461,1,True
2462,1,True
2463,1,True
2464,1,True
2465,1,True
2466,4,False
2467,1,True
2468,1,True
2469,1,True
2470,1,True
2471,1,True
2472,1,True
2473,1,True
2474,129,False
2475,7,False
2476,13,False
2477,66,False
2478,69,False
2479,90,False
2480,1,True
2481,1,True
2482,1,True
2483,1,True
2484,1,True
2485,47,False
2486,1,True
2487,1,True
2488,1,True
2489,1,True
2490,83,False
2491,1,True
2492,87,False
2493,33,False
2494,109,False
2495,131,False
2496,124,False
2497,7,False
2498,117,False
2499,164,False
2500,18,False
2501,112,False
2502,163,False
2503,1,True
2504,92,False
2505,64,False
2506,43,False
2507,83,False
2508,2,False
2509,198,False
2510,49,False
2511,34,False
2512,12,False
2513,138,False
2514,58,False
2515,33,False
2516,180,False
2517,8,False
2518,1,True
2519,1,True
2520,59,False
2521,117,False
2522,91,False
2523,226,False
2524,117,False
2525,71,False
2526,112,False
2527,85,False
2528,1,True
2529,26,False
2530,202,False
2531,131,False
2532,58,False
2533,90,False
2534,186,False
2535,46,False
2536,120,False
2537,218,False
2538,204,False
2539,212,False
2540,123,False
2541,220,False
2542,190,False
2543,199,False
2544,199,False
2545,1,True
2546,97,False
2547,1,True
2548,1,True
2549,33,False
2550,1,True
2551,219,False
2552,69,False
2553,91,False
2554,78,False
2555,52,False
2556,81,False
2557,137,False
2558,161,False
2559,108,False
2560,82,False
2561,22,False
2562,114,False
2563,106,False
2564,35,False
2565,170,False
2566,80,False
2567,1,True
2568,9,False
2569,170,False
2570,111,False
2571,1,True
2572,169,False
2573,13,False
2574,64,False
2575,79,False
2576,102,False
2577,27,False
2578,53,False
2579,192,False
2580,107,False
2581,51,False
2582,113,False
2583,38,False
2584,81,False
2585,85,False
2586,206,False
2587,210,False
2588,196,False
2589,183,False
2590,153,False
2591,198,False
2592,168,False
2593,211,False
2594,53,False
2595,55,False
2596,139,False
2597,8,False
2598,17,False
2599,128,False
2600,193,False
2601,40,False
2602,84,False
2603,60,False
2604,117,False
2605,75,False
2606,16,False
2607,189,False
2608,45,False
2609,37,False
2610,42,False
2611,118,False
2612,50,False
2613,160,False
2614,210,False
2615,140,False
2616,93,False
2617,59,False
2618,159,False
2619,194,False
2620,52,False
2621,214,False
2622,110,False
2623,144,False
2624,116,False
2625,100,False
2626,181,False
2627,1,True
2628,203,False
2629,130,False
2630,86,False
2631,78,False
2632,114,False
2633,26,False
2634,57,False
2635,204,False
2636,139,False
2637,207,False
2638,221,False
2639,156,False
2640,155,False
2641,209,False
2642,227,False
2643,156,False
2644,1,True
2645,100,False
2646,133,False
2647,83,False
2648,118,False
2649,217,False
2650,65,False
2651,135,False
2652,116,False
2653,88,False
2654,12,False
2655,22,False
2656,223,False
2657,12,False
2658,124,False
2659,67,False
2660,206,False
2661,181,False
2662,169,False
2663,175,False
2664,56,False
2665,159,False
2666,143,False
2667,156,False
2668,133,False
2669,24,False
2670,214,False
2671,96,False
2672,75,False
2673,173,False
2674,172,False
2675,178,False
2676,202,False
2677,161,False
2678,82,False
2679,1,True
2680,158,False
2681,156,False
2682,127,False
2683,173,False
2684,185,False
2685,215,False
2686,204,False
2687,225,False
2688,223,False
2689,224,False
2690,217,False
2691,179,False
2692,80,False
2693,26,False
2694,1,True
2695,80,False
2696,88,False
2697,25,False
2698,177,False
2699,50,False
2700,44,False
2701,120,False
2702,66,False
2703,51,False
2704,78,False
2705,219,False
2706,33,False
2707,125,False
2708,107,False
2709,28,False
2710,141,False
2711,177,False
2712,209,False
2713,49,False
2714,9,False
2715,86,False
2716,152,False
2717,149,False
2718,40,False
2719,164,False
2720,69,False
2721,13,False
2722,73,False
2723,49,False
2724,117,False
2725,161,False
2726,222,False
2727,1,True
2728,32,False
2729,21,False
2730,27,False
2731,150,False
2732,64,False
2733,172,False
2734,226,False
2735,170,False
2736,198,False
2737,213,False
2738,223,False
2739,215,False
2740,222,False
2741,37,False
2742,1,True
2743,40,False
2744,16,False
2745,6,False
2746,154,False
2747,222,False
2748,7,False
2749,16,False
2750,27,False
2751,1,True
2752,55,False
2753,46,False
2754,187,False
2755,120,False
2756,63,False
2757,67,False
2758,37,False
2759,155,False
2760,203,False
2761,214,False
2762,12,False
2763,167,False
2764,84,False
2765,178,False
2766,104,False
2767,178,False
2768,219,False
2769,2,False
2770,62,False
2771,1,True
2772,77,False
2773,79,False
2774,120,False
2775,217,False
2776,1,True
2777,1,True
2778,162,False
2779,187,False
2780,132,False
2781,126,False
2782,223,False
2783,148,False
2784,203,False
2785,219,False
2786,225,False
2787,213,False
2788,210,False
2789,205,False
2790,147,False
2791,115,False
2792,219,False
2793,208,False
2794,196,False
2795,213,False
2796,220,False
2797,183,False
2798,207,False
2799,200,False
2800,224,False
2801,164,False
2802,210,False
2803,200,False
2804,190,False
2805,181,False
2806,142,False
2807,193,False
2808,224,False
2809,209,False
2810,162,False
2811,226,False
2812,207,False
2813,186,False
2814,227,False
2815,213,False
2816,206,False
2817,212,False
2818,213,False
2819,225,False
2820,226,False
2821,215,False
2822,227,False
2823,202,False
2824,197,False
2825,193,False
2826,5,False
2827,227,False
2828,199,False
2829,214,False
2830,197,False
2831,227,False
2832,219,False
2833,194,False
2834,227,False
2835,214,False
2836,212,False
2837,215,False
2838,220,False
