beta_param_1,beta_param_2,beta_param_3,melt_point,t_opt,rmse,r2_adj,fn_th
1.00874133956889,-39.016807545083,-44.8918384360937,51.3524,39.016807545083,0.0912029719792443,0.922205073393293,0.198050303961306
1.07860370935224,-26.8836572402509,-31.1297210324313,35.9091,26.8836572402509,0.14637753206117,0.875348143874484,0.0884376040163602
1.01204888087788,-27.4248495984691,-35.5807325298773,50.0058,27.4248495984691,0.040049797114721,0.968416524175169,0.427111146820345
1.22011940017274,-27.8486777269513,-32.8253280788917,38.8084,27.8486777269513,0.158940379366097,0.87085789386196,0.174760950089588
1.11896285518406,-26.9566446517807,-31.1534284246381,35.8437,26.9566446517807,0.101073956570247,0.939570218455174,0.0881173118536931
1.08892856874374,-27.6157819321446,-32.9897852817374,39.7859,27.6157819321446,0.163305886893322,0.82754993581333,0.192518958090545
1.04525866814917,-27.6589133245899,-34.2100468973676,43.6994,27.6589133245899,0.111974371083426,0.869386811782404,0.29690852615496
1.20545981959179,-27.8298634688938,-32.7960712677161,38.7617,27.8298634688938,0.163856072756958,0.859494898486386,0.171481571714931
1.05015514039642,-28.4477020429297,-36.1766174059583,48.7234,28.4477020429297,0.120690222850069,0.80370525930319,0.411484957137342
1.10262053366816,-28.2158317891993,-34.503883876758,43.2094,28.2158317891993,0.143834035800008,0.830900516993647,0.290178675617836
0.982475645642291,-25.3439448980959,-31.3315163279474,39.9877,25.3439448980959,0.0860324388390725,0.912161313683913,0.220180302913832
1.16835697158771,-28.515355170678,-35.0301930583439,44.2144,28.515355170678,0.117066140459144,0.883506060124653,0.333806951792568
1.07985345171524,-27.46582985141,-33.5668932255587,41.9939,27.46582985141,0.0631435881957496,0.959523114056107,0.261302139248293
1.04933189139548,-26.5109335612794,-30.845644814398,35.8116,26.5109335612794,0.0649982507877706,0.970028069182944,0.0915718979252763
0.998830901262099,-26.5319235268757,-31.8069984213474,38.5684,26.5319235268757,0.0929426247651417,0.924293673711149,0.163336640424101
1.07222129418771,-27.2221458894358,-32.7170252721417,39.8288,27.2221458894358,0.0540858481341017,0.974530302228477,0.199174987985196
0.984473465089209,-41.1933756177021,-52.7266352775081,71.9709,41.1933756177021,0.0630946984330638,0.848992242778509,0.560934186967137
1.07517617338996,-44.1180685486498,-55.0349028166022,71.4018,44.1180685486498,0.112239590132409,0.633680023186164,0.615118096986299
1.0462858599189,-57.4907439067031,-63.6534091167253,69.5606,57.4907439067031,0.127853570091751,0.886358738259926,0.14890542894434
1.2231087244208,-29.2965891992163,-36.6054002257829,47.6358,29.2965891992163,0.161276186128297,0.750427684317649,0.442399493171508
1.01076519238922,-23.3171201542456,-29.2719947467814,38.4342,23.3171201542456,0.0504044364039005,0.96750898890686,0.22186651023429
1.1135521092959,-27.7785598042108,-33.6448112206697,41.4673,27.7785598042108,0.0783949625918111,0.948252865744464,0.247326432185502
1.01461150429809,-24.5095235516806,-29.3347397184484,35.4812,24.5095235516806,0.0739366916157826,0.945802118918079,0.122381762820761
1.17506163238912,-28.4285882367213,-34.7229516028027,43.3968,28.4285882367213,0.116864371989442,0.89124883074537,0.311448349642162
1.11447342083533,-28.4442194826815,-35.2794216180185,45.2916,28.4442194826815,0.090061149419337,0.9137152568308,0.350141998978918
0.995651793632286,-25.8445442440405,-32.7534293258443,43.8086,25.8445442440405,0.0672800049007774,0.935281424672843,0.308196977746468
1.05058177573618,-27.7121003839301,-33.7956044786245,42.1282,27.7121003839301,0.17364505291857,0.763655972887154,0.253847382257493
0.987251898467201,-27.2834929229298,-38.4982717642967,68.25,27.2834929229298,0.101630461565331,0.620478962404667,0.622636030820864
1.0624292018096,-27.4827736088132,-34.0879225565043,43.7643,27.4827736088132,0.0640498098417813,0.95127945874246,0.306052233632744
1.05599662011381,-26.589092196672,-30.7931266399501,35.5277,26.589092196672,0.0901487381338044,0.944020195244536,0.0825991562316072
1.21527582211644,-18.6786288425742,-25.4826082910185,40.6622,18.6786288425742,0.0829843948842673,0.876041472749439,0.397258663223053
1.13760097913604,-27.1737220166204,-31.5608874445034,36.5543,27.1737220166204,0.0968827516509986,0.944114606110561,0.105969983597599
1.05483204135984,-27.2584090638865,-32.791386791823,39.9784,27.2584090638865,0.12273965061174,0.882536500111799,0.19972046434848
1.11869543808337,-28.3326673263642,-34.8386652239579,44.0449,28.3326673263642,0.136100855279654,0.841648076261367,0.317439985563554
1.01297726474593,-26.7071755971819,-33.6513371577762,44.4989,26.7071755971819,0.0906349766072345,0.890838911407615,0.319416998728611
1.09303878459061,-27.6977759380251,-34.1099742899067,43.2387,27.6977759380251,0.048537343044511,0.97406171888035,0.29687607378214
1.00331121018639,-26.4776851138589,-34.8025040505816,50.4011,26.4776851138589,0.0527193497150134,0.942391578027423,0.434198284237587
1.01922917378,-22.7641614763691,-31.1718168358657,50.2753,22.7641614763691,0.0867685570905598,0.830073146422973,0.452163037710983
1.12344037834527,-28.3447208591581,-34.6718704759244,43.4419,28.3447208591581,0.176241583093941,0.772011596831735,0.30054982160599
1.00765371896542,-27.119394617949,-36.3700301988904,55.3802,27.119394617949,0.0422634467328626,0.95154277950325,0.508894648088136
1.09858479363017,-28.0008566723053,-34.7688264249788,44.7278,28.0008566723053,0.0602965398772781,0.958859471953527,0.335629332700049
1.04783473714604,-26.9612779427775,-31.8866535902956,37.8835,26.9612779427775,0.138758870802368,0.871304377515237,0.141591430838299
1.00241169633256,-27.3082515411191,-35.4903698016116,50.071,27.3082515411191,0.0598575129445098,0.931224242380373,0.424729974731425
1.03515590413353,-26.7319447846354,-31.5914289472374,37.4911,26.7319447846354,0.111273489557191,0.909528711884436,0.133342841278462
1.09742853000164,-27.3075939144448,-32.2022776129079,38.0969,27.3075939144448,0.146962014176834,0.869404881804552,0.146970271266221
0.971070985159497,-25.9401465940211,-33.4619472516965,46.438,25.9401465940211,0.079473671559756,0.897011768134375,0.353657492599714
1.13822645302197,-28.2438731456526,-35.6559605975945,47.3269,28.2438731456526,0.0662649445478855,0.941491001540562,0.414000446001408
1.0727261769032,-26.8514785005655,-31.9128501418643,38.1903,26.8514785005655,0.04069488601659,0.986511803029286,0.156850133325099
0.990086172763142,-24.8551571014254,-36.2347549181794,72.5804,24.8551571014254,0.0858535729620891,0.673735969273959,0.637416494688903
1.13543642638271,-27.3737516086119,-32.362799347291,38.4289,27.3737516086119,0.0775571555050228,0.957829356334993,0.161406079788715
1.01298860451565,-39.4667721406125,-52.8889206257427,80.3732,39.4667721406125,0.0812333574088164,0.685443218742317,0.652015024038218
0.995348639310437,-41.3813448965597,-54.8109896345537,80.8644,41.3813448965597,0.0711943685164064,0.732129143573249,0.655661244360135
1.00223507481362,-42.2644891033411,-50.7393165886228,61.6612,42.2644891033411,0.083824551504271,0.871822467464371,0.39464358071071
0.9775841667201,-40.7400902359398,-49.4362970035295,61.1175,40.7400902359398,0.0639780405947209,0.916193769799895,0.382103260551385
0.997109185099432,-40.4055846725386,-46.2568873772769,52.575,40.4055846725386,0.125505161012165,0.830259758490338,0.168263937852881
1.05988159652767,-38.0150779067676,-48.1422708436967,64.2979,38.0150779067676,0.119001999002827,0.697789211443337,0.487761574918777
1.06414291805957,-37.9346612790284,-45.6567433878656,55.7059,37.9346612790284,0.12908969796495,0.768502451119619,0.310020167513574
1.06224563712218,-26.9702656839024,-31.6448448611673,37.1695,26.9702656839024,0.154983910077591,0.848224507580922,0.121769529636743
1.11877450516924,-26.967451194697,-31.25049312435,36.085,26.967451194697,0.0894147388500332,0.948668831694234,0.0949607856029497
1.03678763436072,-27.4255068201452,-34.9617712557373,47.322,27.4255068201452,0.0706622830125603,0.922463932701663,0.383881464236273
1.21291098979154,-30.1086764787089,-34.0141608565439,38.0345,30.1086764787089,0.0950816417472014,0.956371645574026,0.0630101630649914
1.02454630040041,-26.226059012146,-32.0278124399477,40.0179,26.226059012146,0.0626411306172678,0.958054738209103,0.214713284598646
0.995629656019479,-27.043636448751,-36.6499240402272,57.399,27.043636448751,0.0782135534115877,0.832355891605159,0.527689643124884
1.00896620440135,-24.9078300874802,-30.7633541413979,39.1967,24.9078300874802,0.0705490681517559,0.941677825260926,0.213100317437892
1.13600520401893,-28.088977354622,-35.023347473615,45.4001,28.088977354622,0.0506263977366506,0.96868208119721,0.364563666395953
1.17097548797535,-28.0460963045662,-33.5440622728985,40.5288,28.0460963045662,0.163289966318285,0.83885969636536,0.222608075632288
1.36987872972242,-28.1142088383031,-32.9471219223674,38.6332,28.1142088383031,0.0971425019162145,0.953668902469103,0.181313867342388
0.980319419920095,-24.5024070261728,-32.4859486402602,48.0432,24.5024070261728,0.0930778938809481,0.833690451075483,0.39508275253124
1.051226574645,-27.9914660813356,-35.4729017067818,47.4423,27.9914660813356,0.12922963238299,0.785356768143526,0.38716528024912
