,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0,0.041404019112778426,0.024939396851313467,0.06574691129303478,0.04377362679989061,-0.006080201151751119,0.047251554841533205,0.05632820378118464
1,0.5683900088273248,0.019918514431759266,0.5900214954780557,0.5905365125328703,0.5629809522723279,0.5378037479581492,0.5606073358952208
2,0.5964836734121233,0.017679278769855148,0.6150319385439721,0.6189527677740418,0.5885840703381335,0.5727453271022058,0.5871042633022637
3,0.6068774858485343,0.020640052129791732,0.623321221387635,0.6351598382020739,0.6007249960396421,0.5758017831031526,0.5993795905101675
4,0.6082219961343229,0.019887543655956862,0.6240297714912624,0.6349524044828543,0.6015634999868117,0.5775314678531599,0.6030328368575264
5,0.6078260138015246,0.01630206438073548,0.626669448186399,0.6264162949675787,0.6002869061714701,0.5849910293553786,0.6007663903267964
6,0.6072479289108909,0.017165315187963454,0.6267296810982609,0.6265088934003036,0.5986954540729638,0.5823078440717612,0.6019977719111653
7,0.6087502017461301,0.01756826963019252,0.6249207156533267,0.6319228853384276,0.5978772322226187,0.5839969297125793,0.6050332458036984
8,0.6074310708790953,0.018180277561764074,0.624712523344721,0.6303491914846082,0.5963212288545661,0.58100788910913,0.6047645216024509
9,0.6060643493600091,0.017471712014411257,0.6231172116151259,0.627430842898374,0.5991660775889288,0.5794732735680035,0.6011343411296137
10,0.6079397437800705,0.01797385054254084,0.6241592454187144,0.6318180872386163,0.5987901787168383,0.5819909572888358,0.6029402502373481
11,0.6070543529032119,0.018124151496390486,0.623278413117579,0.6301672115553353,0.5982965781664975,0.5795018422383333,0.6040277194383136
12,0.6068100221062032,0.01822519189918753,0.6233232668443238,0.6297810785401223,0.5975274801825632,0.5790958023627802,0.6043224826012266
13,0.6048921604323594,0.018949314386445145,0.6218549554014265,0.6285769716747529,0.5926152817739472,0.5766799466656692,0.6047336466460009
14,0.6049758490195265,0.017845726489105502,0.6216140238947191,0.627558314269163,0.5925045679516502,0.5795128235901748,0.603689515391926
15,0.6032648327110541,0.017368532483499417,0.6212118740857272,0.6230728848029453,0.5915734661296018,0.5776328224586428,0.6028331160783538
16,0.604567703317963,0.018085496648530056,0.6237049456937291,0.6246884765391325,0.5935373757087856,0.5773337016912559,0.6035740169569113
17,0.603099126420495,0.017194566643425144,0.6210105941639297,0.6221138779553333,0.5927257281209393,0.5768660455568644,0.6027793863054078
18,0.6026037093778006,0.016700143045995007,0.6197022983465742,0.6211292297674178,0.5919289525454825,0.5772113764156945,0.6030466898138338
19,0.6021058576456152,0.017799203212612174,0.6224934881274007,0.6194248447638983,0.5915608078396061,0.5745898319920285,0.6024603155051423
20,0.6011823000314546,0.017028632912342797,0.619572631961494,0.6203785622064077,0.588522011323185,0.577052364490596,0.6003859301755897
21,0.6020740283470915,0.018144750121009596,0.6211728505452654,0.6216417348972896,0.5940017659273271,0.5732614660532551,0.6002923243123197
22,0.6007889554271252,0.01777802401187838,0.6197160540676527,0.6202881012980875,0.590567556104648,0.5736556985152839,0.5997173671499543
23,0.6015360774536961,0.01856787980956063,0.619054604595226,0.6233083889109092,0.5923449611308609,0.572248498733388,0.6007239338980964
24,0.6004307039349449,0.018156692126743854,0.619905913087001,0.620212859376084,0.5887532594849427,0.5732053206642498,0.6000761670624468
25,0.5999665112364474,0.01864433487766385,0.6185456745540965,0.6212501884862501,0.5905489873623483,0.5708203569549094,0.5986673488246322
26,0.6009278843793989,0.018524191470699076,0.6197600908083953,0.6220071186907701,0.5914627539209901,0.5722202079159878,0.5991892505608518
27,0.5994599255887219,0.018603914847283368,0.6169576333599589,0.6200475506079688,0.5915494723122627,0.5688375058001465,0.5999074658632721
28,0.5988974649714229,0.017966377388319604,0.6167927009881163,0.6178717218945122,0.5910266523242407,0.5693768022578889,0.5994194473923565
29,0.5998830465621099,0.01811683354309855,0.6195308510154895,0.6188416772931694,0.5923767886001865,0.5709973295652097,0.5976685863364941
30,0.5999736029701489,0.018811169266668017,0.6180670527519608,0.6205938089536689,0.5918451533580655,0.5691417670412906,0.6002202327457583
31,0.5990620825020002,0.019056996783483982,0.6168533523098682,0.6208631280809781,0.5923098882592419,0.5678230837621177,0.5974609600977953
32,0.5980523568362982,0.019224834406851708,0.6162909748793278,0.6206309250904998,0.5891857266887854,0.5676462747641864,0.5965078827586914
33,0.597769561904569,0.018936899525550138,0.6157281381531894,0.6205956047896566,0.5904772835828143,0.5680725931857357,0.5939741898114488
34,0.5980286152259231,0.018290574330300655,0.61574192346065,0.6191372888048359,0.5899874817687452,0.568945163301174,0.5963312187942109
35,0.5968799150604952,0.019063219635657075,0.6162432940020726,0.616246597365024,0.5894479152512968,0.5650753289376504,0.5973864397464324
36,0.5972748353745769,0.018827664417196185,0.6153343063973866,0.6173746786319501,0.5911218380554032,0.5655841817829328,0.5969591720052119
37,0.5968167998523063,0.01842989075321201,0.6132408962473931,0.6181439494316248,0.5906801681650518,0.5662394902108427,0.5957794952066189
38,0.5970598231760925,0.019470642497480206,0.6131160988560402,0.6188377656540619,0.591013526852183,0.5635355879767615,0.5987961365414161
39,0.5974345852715691,0.018509409975056613,0.6138814386969973,0.6178849372010504,0.591297611019005,0.5660307834283008,0.5980781560124919
40,0.5968362212150323,0.018369249166414484,0.6122309988378615,0.6176354051504941,0.5896856509542758,0.5658122317837829,0.5988168193487471
41,0.5971769407258793,0.018783341165729765,0.6133412082944052,0.6187159884471227,0.5882392400306651,0.5662828854630841,0.5993053813941195
42,0.5966350997287008,0.018811736966242283,0.6125614135897663,0.6187317806785029,0.5868498325809344,0.5661904836741127,0.5988419881201875
